ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,D2_GPT_4o_finetune,D2_GPT_4o_finetune_raw,D2_GPT_4o_finetune_1,D2_GPT_4o_finetune_2,D2_GPT_4o_finetune_3,D2_GPT_4o_finetune_4,D2_GPT_4o_finetune_5,D2_GPT_4o_finetune_6,D2_GPT_4o_finetune_7,D2_GPT_4o_finetune_8
680,3353,e6b1d7e8-7c46-4b38-b9be-3c3c9793cd6b,2018-01-04 00:43:57,http://abcnews.go.com/international/wirestory/california-cites-trump-tweet-immigration-policy-fight-52120043,California cites Trump tweet in immigration policy fight,1,1,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",California cites Trump tweet in immigration policy fight,,California cites Trump tweet in immigration policy fight,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1953,266,2598d6bf-5004-4d69-999d-b0fdfc8c7908,2018-01-30 22:04:29,http://www.chicagotribune.com/news/nationworld/politics/ct-state-of-the-union-gosar-immigration-arrests-20180130-story.html,Congressman calls for police to arrest undocumented immigrants at State of the Union - Chicago Tribune,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Congressman calls for police to arrest undocumented immigrants at State of the Union - Chicago Tribune,,Congressman calls for police to arrest undocumented immigrants at State of the Union - Chicago Tribune,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,0,0,0,1,0,0
1642,7600,d9f64203-ae79-40ea-84eb-cb0f1c03a641,2018-01-11 22:48:58,http://www.foxnews.com/politics/2018/01/11/trump-laments-immigration-from-s-hole-countries-in-oval-office-negotiations.html,Trump laments immigration from 's---hole countries'in Oval Office negotiations,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump laments immigration from 's---hole countries'in Oval Office negotiations,,Trump laments immigration from 's---hole countries'in Oval Office negotiations,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
412,1952,43f86a67-4341-4eb7-b747-7e0c853e3441,2018-01-04 21:48:36,https://www.newsmax.com/politics/donald-trump-border-wall-demands-border-security/2018/01/04/id/835240/,"Trump Bends on Wall Demands, Asks for More Border Security",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Trump Bends on Wall Demands, Asks for More Border Security",,"Trump Bends on Wall Demands, Asks for More Border Security","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1158,5478,09c05cba-d589-44cb-befc-e41ccc564faa,2018-01-09 08:16:08,https://www.nytimes.com/aponline/2018/01/09/world/asia/ap-as-koreas-tensions-dmz.html,Venue for Korea Talks Is Potential Flash Point Inside Border,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Venue for Korea Talks Is Potential Flash Point Inside Border,,Venue for Korea Talks Is Potential Flash Point Inside Border,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
783,3815,c488f95b-2450-44d1-aec4-5b4a65dbbcc0,2018-01-05 13:10:55,http://www.cnn.com/transcripts/1801/04/ip.01.html,"Trump on Bannon: ""I Don't Talk To Him""; Scaramucci: Trump Has The ""Best Emotional Intelligence""; Trump Meets With GOP Senators To Talk DACA; Graham: Bush And Obama Couldn't Do It But I Think Trump Can; Trump On Immigration",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","Trump on Bannon: ""I Don't Talk To Him""; Scaramucci: Trump Has The ""Best Emotional Intelligence""; Trump Meets With GOP Senators To Talk DACA; Graham: Bush And Obama Couldn't Do It But I Think Trump Can; Trump On Immigration",,"Trump on Bannon: ""I Don't Talk To Him""; Scaramucci: Trump Has The ""Best Emotional Intelligence""; Trump Meets With GOP Senators To Talk DACA; Graham: Bush And Obama Couldn't Do It But I Think Trump Can; Trump On Immigration","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1559,7210,07ab1306-fc7c-4e82-979d-d4f0b1498e22,2018-01-04 00:00:00,https://www.yahoo.com/news/trump-using-daca-recipients-bargaining-190127141.html,Trump Is Using DACA Recipients as Bargaining Chips for Border Wall Funds,1,2,6,1,1,1,0,0,0,0,1,0,0,"[1, 0, 0, 0, 0, 1, 0, 0]",Trump Is Using DACA Recipients as Bargaining Chips for Border Wall Funds,,Trump Is Using DACA Recipients as Bargaining Chips for Border Wall Funds,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1294,5967,dab5fc2c-e642-45b9-845a-011219b03be0,2018-01-10 06:34:14,http://www.cnn.com/transcripts/1801/09/cnr.03.html,"Soon: Key Bipartisan MTG On Immigration, Spending; Gayle King: Oprah 'Intrigued' By Idea Of Run; North & South Korea Agree To Hold Military Talks. Aired 10-10:30a ET",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","Soon: Key Bipartisan MTG On Immigration, Spending; Gayle King: Oprah 'Intrigued' By Idea Of Run; North & South Korea Agree To Hold Military Talks. Aired 10-10:30a ET",,"Soon: Key Bipartisan MTG On Immigration, Spending; Gayle King: Oprah 'Intrigued' By Idea Of Run; North & South Korea Agree To Hold Military Talks. Aired 10-10:30a ET","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1655,7671,98f009bd-be4f-4327-bace-0cedca9c4cb7,2018-01-05 03:55:15,https://www.nytimes.com/2018/01/04/us/politics/senate-trump-immigration-daca-deal.html,"Senators and Trump Inch Toward 'Dreamers' Deal, but a Wall Divides Them...",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Senators and Trump Inch Toward 'Dreamers' Deal, but a Wall Divides Them...",,"Senators and Trump Inch Toward 'Dreamers' Deal, but a Wall Divides Them...","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
830,4022,e65a1321-a994-4e0f-8904-48957b494520,2018-01-05 17:42:06,http://www.foxnews.com/politics/2018/01/05/contractor-hopes-for-piece-trumps-border-wall-no-matter-who-pays-for-it.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fpolitics+%28internal+-+politics+-+text%29,Contractor hopes for a piece of Trump's border wall – no matter who pays for it,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Contractor hopes for a piece of Trump's border wall – no matter who pays for it,,Contractor hopes for a piece of Trump's border wall – no matter who pays for it,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
786,3821,bab63326-ea7c-4522-8654-6bfd4f04336d,2018-01-10 08:56:55,https://www.usatoday.com/story/news/nation-now/2018/01/10/arts-group-wants-donald-trumps-border-wall-prototypes-preserved-national-monument/1019605001/,Arts group wants President Trump&apos;s border wall prototypes preserved as a national monument,1,2,8,6,1,0,0,0,0,0,1,0,1,"[0, 0, 0, 0, 0, 1, 0, 1]",Arts group wants President Trump&apos;s border wall prototypes preserved as a national monument,,Arts group wants President Trump&apos;s border wall prototypes preserved as a national monument,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1821,8387,ba86fb0c-c0d3-4313-a275-8c88093dd0af,2018-01-12 19:37:39,http://www.breitbart.com/news/anti-migrant-incumbent-favored-in-czech-presidential-vote/,Anti-migrant incumbent favored in Czech presidential vote - Breitbart,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Anti-migrant incumbent favored in Czech presidential vote - Breitbart,,Anti-migrant incumbent favored in Czech presidential vote - Breitbart,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1546,7159,ce0dffde-46db-43b8-94b5-f83c53ea6fc1,2018-01-03 22:43:59,https://www.nytimes.com/reuters/2018/01/03/us/politics/03reuters-usa-fiscal-republicans.html,Republican Leaders Say Do Not Hold Defense Hostage to Immigration,1,2,6,2,1,0,1,0,0,0,1,0,0,"[0, 1, 0, 0, 0, 1, 0, 0]",Republican Leaders Say Do Not Hold Defense Hostage to Immigration,,Republican Leaders Say Do Not Hold Defense Hostage to Immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
809,3909,b0c9f6d9-38dc-4d1b-bb5e-7de86f2c98d5,2018-01-11 16:04:24,http://www.breitbart.com/news/4th-immigrant-teen-in-custody-says-us-preventing-abortion/,4th immigrant teen in custody says US preventing abortion,1,2,3,7,1,0,0,1,0,0,0,1,0,"[0, 0, 1, 0, 0, 0, 1, 0]",4th immigrant teen in custody says US preventing abortion,,4th immigrant teen in custody says US preventing abortion,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
713,3528,44405ea7-9a0a-4f83-80ee-92e052ecdd88,2018-01-09 01:38:38,https://www.washingtonpost.com/world/olympics/the-latest-rare-talks-between-2-koreas-underway-at-border/2018/01/08/5f37a73e-f4dc-11e7-9af7-a50bc3300042_story.html,The Latest: Rare talks between 2 Koreas underway at border,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",The Latest: Rare talks between 2 Koreas underway at border,,The Latest: Rare talks between 2 Koreas underway at border,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1993,471,1793b660-c313-459d-a546-aee6f562e393,2018-02-05 15:30:13,http://www.breitbart.com/big-government/2018/02/05/donald-trump-mccain-daca-deal-without-wall-funding-total-waste-time/,Donald Trump: DACA Deal Without Wall Funding ‘Total Waste of Time’,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Donald Trump: DACA Deal Without Wall Funding ‘Total Waste of Time’,,Donald Trump: DACA Deal Without Wall Funding ‘Total Waste of Time’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1209,5678,7de98ad6-a3ec-436c-87d9-35bb75beae5d,2018-01-09 01:30:58,http://abcnews.go.com/International/wireStory/latest-rare-talks-koreas-underway-border-52223554,The Latest: Rare talks between 2 Koreas underway at border,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",The Latest: Rare talks between 2 Koreas underway at border,,The Latest: Rare talks between 2 Koreas underway at border,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1310,6058,77de2c8c-8f99-4733-b198-f8b6ef74fc29,2018-01-09 21:58:46,http://www.breitbart.com/big-government/2018/01/09/donald-trump-we-dont-need-a-2000-mile-wall-on-the-entire-southern-border/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,"Donald Trump: ‘We Don’t Need a 2,000-Mile Wall’ on the Entire Southern Border",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Donald Trump: ‘We Don’t Need a 2,000-Mile Wall’ on the Entire Southern Border",,"Donald Trump: ‘We Don’t Need a 2,000-Mile Wall’ on the Entire Southern Border","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1331,6152,b0b51b38-9204-4fea-86a4-4fb4df5652a6,2018-01-12 22:10:25,http://dailycaller.com/2018/01/12/dick-durbin-chain-migration-is-a-racist-term-video/,The Term 'Chain Migration' Is Now Racist Because Slaves Were In Chains,1,2,4,5,1,0,0,0,1,1,0,0,0,"[0, 0, 0, 1, 1, 0, 0, 0]",The Term 'Chain Migration' Is Now Racist Because Slaves Were In Chains,,The Term 'Chain Migration' Is Now Racist Because Slaves Were In Chains,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
603,2961,bf8389a3-71b1-4af5-aba4-ece02f41f274,2018-01-11 23:11:34,http://www.breitbart.com/news/gop-dem-senators-have-immigration-deal-white-house-says-no/,"GOP, Dem senators have immigration deal, White House says no",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","GOP, Dem senators have immigration deal, White House says no",,"GOP, Dem senators have immigration deal, White House says no","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
271,1333,8f833f03-53f4-487f-bcc3-6f74ff4818d3,2018-01-05 14:47:35,http://www.breitbart.com/news/sessions-takes-aim-at-judges-handling-of-immigration-cases/,Sessions takes aim at judges' handling of immigration cases,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Sessions takes aim at judges' handling of immigration cases,,Sessions takes aim at judges' handling of immigration cases,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
910,4386,235429f8-b9a8-48ef-bf58-a6ed544f553b,2018-01-05 23:54:26,https://www.yahoo.com/news/illegal-immigrant-acquitted-california-shooting-gets-three-years-235103654.html,Illegal immigrant acquitted in California shooting gets three years on gun charge,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Illegal immigrant acquitted in California shooting gets three years on gun charge,,Illegal immigrant acquitted in California shooting gets three years on gun charge,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
232,1101,8d5fa37a-0c69-45f2-8c33-875ae9e9a2e2,2018-01-10 23:59:02,https://www.usatoday.com/story/sports/nfl/titans/2018/01/10/titans-adoree-jackson-says-no-such-thing-rookie-wall-played-2nd-most-snaps-nfl/1019589001/,Titans' Adoree' Jackson says 'no such thing as a rookie wall',2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Titans' Adoree' Jackson says 'no such thing as a rookie wall',,Titans' Adoree' Jackson says 'no such thing as a rookie wall',"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
50,244,75f2ef8a-dfc3-4769-a244-9a35b8723c00,2018-01-04 19:38:45,https://www.nytimes.com/reuters/2018/01/04/us/politics/04reuters-usa-immigration-trump-meeting.html,White House: Trump to Host Bipartisan Meeting on Immigration Next Week,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",White House: Trump to Host Bipartisan Meeting on Immigration Next Week,,White House: Trump to Host Bipartisan Meeting on Immigration Next Week,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
463,2276,efdeaead-1c51-4509-ac77-10cea0b95de8,2018-01-04 17:55:07,http://www.cnn.com/2018/01/04/politics/trump-meeting-republicans-immigration/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+rss%2fcnn_latest+%28rss%3a+cnn+-+most+recent%29,Trump meets with Republican senators on immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump meets with Republican senators on immigration,,Trump meets with Republican senators on immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1107,5251,700e66b2-015d-4c25-82c7-f5351dad7b00,2018-01-10 19:23:05,http://www.cnn.com/2018/01/10/politics/border-crossings-up-trump-effect/index.html,Trump camp grapples with rise in border crossing numbers,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump camp grapples with rise in border crossing numbers,,Trump camp grapples with rise in border crossing numbers,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1965,334,75c717c2-35c9-457a-b869-0887495ab09a,2018-02-09 18:05:53,http://www.foxnews.com/us/2018/02/09/fate-trumps-border-wall-could-be-decided-by-judge-who-clashed-with-president.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fnational+%28internal+-+us+latest+-+text%29,Fate of Trump's border wall could be decided by judge who clashed with president,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Fate of Trump's border wall could be decided by judge who clashed with president,,Fate of Trump's border wall could be decided by judge who clashed with president,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
694,3416,31b9b047-6245-4665-bc1a-5ce8bea55f56,2018-01-08 17:21:39,http://www.breitbart.com/news/us-set-to-expel-around-200000-salvadoran-immigrants/,"US set to expel around 200,000 Salvadoran immigrants",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","US set to expel around 200,000 Salvadoran immigrants",,"US set to expel around 200,000 Salvadoran immigrants","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
963,4606,c44f8012-b80b-4c4b-80f9-8a1db5d2643d,2018-01-05 17:32:04,http://www.latimes.com/sns-bc-us--immigration-courts-20180105-story.html,Sessions takes aim at judges&apos; handling of immigration cases,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Sessions takes aim at judges&apos; handling of immigration cases,,Sessions takes aim at judges&apos; handling of immigration cases,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1923,129,3cb647a1-e07e-4bae-aafa-b01d77d623bb,2018-01-26 04:23:23,https://www.yahoo.com/news/m/717b1533-5480-3f4a-a97e-ff23e6be5cd8/ss_rep.-raul-labrador-discusses.html,Rep. Raul Labrador Discusses Immigration Proposal From House Freedom Caucus,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Rep. Raul Labrador Discusses Immigration Proposal From House Freedom Caucus,,Rep. Raul Labrador Discusses Immigration Proposal From House Freedom Caucus,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
527,2600,c2c40614-d61a-468d-b399-ef23a68894ef,2018-01-09 21:40:00,http://www.chicagotribune.com/news/immigration/ct-trump-dreamers-immigration-deal-20180109-story.html,President Trump suggests 2-phase immigration deal for 'Dreamers' - Chicago Tribune,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",President Trump suggests 2-phase immigration deal for 'Dreamers' - Chicago Tribune,,President Trump suggests 2-phase immigration deal for 'Dreamers' - Chicago Tribune,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
174,836,c44ec581-f06e-4db4-b4c3-fdc47edef336,2018-01-13 16:09:54,http://www.cnn.com/transcripts/1801/12/cnr.03.html,Trump Slams Immigrants from 'Shithole Countries'. Aired 7- 7:30a ET,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump Slams Immigrants from 'Shithole Countries'. Aired 7- 7:30a ET,,Trump Slams Immigrants from 'Shithole Countries'. Aired 7- 7:30a ET,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
